,rating,playback_used,ebird_code,channels,date,duration,filename,species,title,secondary_labels,bird_seen,sci_name,location,latitude,sampling_rate,type,elevation,bitrate_of_mp3,file_type,background,xc_id,url,country,author,primary_label,longitude,time,recordist,license,fpath
268,3.0,no,amecro,2 (stereo),2017-01-15,15,XC357301.mp3,American Crow,XC357301 American Crow (Corvus brachyrhynchos),[],yes,Corvus brachyrhynchos,"Tredyffrin Township (near  Wayne), Chester County, Pennsylvania",40.092,44100 (Hz),call,50 m,320000 (bps),mp3,,357301,https://www.xeno-canto.org/357301,United States,Thomas Magarian,Corvus brachyrhynchos_American Crow,-75.4258,15:24,Thomas Magarian,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/amecro/XC357301.mp3
269,3.0,no,amecro,2 (stereo),2017-01-15,4,XC356492.mp3,American Crow,XC356492 American Crow (Corvus brachyrhynchos),[],yes,Corvus brachyrhynchos,"Tredyffrin Township (near  Wayne), Chester County, Pennsylvania",40.092,48000 (Hz),call,50 m,320000 (bps),mp3,,356492,https://www.xeno-canto.org/356492,United States,Thomas Magarian,Corvus brachyrhynchos_American Crow,-75.4258,15:23,Thomas Magarian,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/amecro/XC356492.mp3
270,3.0,no,amecro,1 (mono),2016-06-17,33,XC322281.mp3,American Crow,XC322281 American Crow (Corvus brachyrhynchos),[],yes,Corvus brachyrhynchos,"Yerington, Lyon County, Nevada",38.9882,48000 (Hz),"begging call, juvenile",1300 m,96000 (bps),mp3,,322281,https://www.xeno-canto.org/322281,United States,Bobby Wilcox,Corvus brachyrhynchos_American Crow,-119.1614,10:00,Bobby Wilcox,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/amecro/XC322281.mp3
271,3.0,no,amecro,2 (stereo),2015-10-25,22,XC287517.mp3,American Crow,XC287517 American Crow (Corvus brachyrhynchos),[],yes,Corvus brachyrhynchos,"Silver City, Grant County, New Mexico",32.7775,48000 (Hz),call,1800 m,256000 (bps),mp3,,287517,https://www.xeno-canto.org/287517,United States,Jarrod Swackhamer,Corvus brachyrhynchos_American Crow,-108.2736,07:30,Jarrod Swackhamer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/amecro/XC287517.mp3
273,3.0,no,amecro,2 (stereo),2015-04-06,26,XC236283.mp3,American Crow,XC236283 American Crow (Corvus brachyrhynchos brachyrhynchos),[],no,Corvus brachyrhynchos,"Relative's yard, Briarcliff Manor, New York",,44100 (Hz),flight call,? m,128000 (bps),mp3,,236283,https://www.xeno-canto.org/236283,United States,Daniel Parker,Corvus brachyrhynchos_American Crow,,18:35,Daniel Parker,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/amecro/XC236283.mp3
274,3.0,no,amecro,2 (stereo),2015-03-19,3,XC217989.mp3,American Crow,XC217989 American Crow (Corvus brachyrhynchos),[],yes,Corvus brachyrhynchos,"Peterborough, Peterborough County, Ontario",44.3211,44100 (Hz),"Rattle call, call",220 m,127999 (bps),mp3,,217989,https://www.xeno-canto.org/217989,Canada,Iain,Corvus brachyrhynchos_American Crow,-78.3264,17:00,Iain,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/amecro/XC217989.mp3
275,3.0,no,amecro,2 (stereo),2015-03-11,7,XC216629.mp3,American Crow,XC216629 American Crow (Corvus brachyrhynchos),[],yes,Corvus brachyrhynchos,"Peterborough, Peterborough County, Ontario",44.3211,44100 (Hz),call,220 m,127999 (bps),mp3,,216629,https://www.xeno-canto.org/216629,Canada,Iain,Corvus brachyrhynchos_American Crow,-78.3264,07:30,Iain,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/amecro/XC216629.mp3
277,3.0,no,amecro,2 (stereo),2014-04-19,19,XC175267.mp3,American Crow,XC175267 American Crow (Corvus brachyrhynchos brachyrhynchos),[],no,Corvus brachyrhynchos,"Brinton Brook Sanctuary, Croton, New York",,44100 (Hz),"call, mobbing?",? m,128000 (bps),mp3,,175267,https://www.xeno-canto.org/175267,United States,Daniel Parker,Corvus brachyrhynchos_American Crow,,11:30,Daniel Parker,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/amecro/XC175267.mp3
280,3.0,,amecro,1 (mono),2013-08-10,194,XC157464.mp3,American Crow,XC157464 American Crow (Corvus brachyrhynchos),[],,Corvus brachyrhynchos,"Golden, British Columbia",51.3193,44100 (Hz),call,800 m,128000 (bps),mp3,,157464,https://www.xeno-canto.org/157464,Canada,Ian Cruickshank,Corvus brachyrhynchos_American Crow,-116.9774,08:00,Ian Cruickshank,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,dozenspecies/amecro/XC157464.mp3
282,3.0,no,amecro,2 (stereo),2012-04-16,144,XC130897.mp3,American Crow,XC130897 American Crow (Corvus brachyrhynchos brachyrhynchos),[],no,Corvus brachyrhynchos,"Yard, Croton, New York",41.1987,44100 (Hz),call,? m,128000 (bps),mp3,,130897,https://www.xeno-canto.org/130897,United States,Daniel Parker,Corvus brachyrhynchos_American Crow,-73.8832,10:30,Daniel Parker,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,dozenspecies/amecro/XC130897.mp3
283,3.0,no,amecro,1 (mono),2013-03-10,29,XC124432.mp3,American Crow,XC124432 American Crow (Corvus brachyrhynchos),[],yes,Corvus brachyrhynchos,"University of Wyoming (near  Laramie), Albany, Wyoming",41.313,48000 (Hz),song,2200 m,128000 (bps),mp3,,124432,https://www.xeno-canto.org/124432,United States,GABRIEL LEITE,Corvus brachyrhynchos_American Crow,-105.5787,08:00,GABRIEL LEITE,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,dozenspecies/amecro/XC124432.mp3
287,3.0,,amecro,1 (mono),2007-07-18,19,XC37647.mp3,American Crow,XC37647 American Crow (Corvus brachyrhynchos),[],,Corvus brachyrhynchos,"Dalhousie University, Halifax, Nova Scotia",44.637,44100 (Hz),whisper song?,50 m,128000 (bps),mp3,,37647,https://www.xeno-canto.org/37647,Canada,Bob Planqué,Corvus brachyrhynchos_American Crow,-63.588,13:00,Bob Planqué,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,dozenspecies/amecro/XC37647.mp3
640,5.0,no,amerob,1 (mono),2018-06-16,170,XC574487.mp3,American Robin,XC574487 American Robin (Turdus migratorius propinquus),[],yes,Turdus migratorius,"Provo River Valley, Wasatch County, Utah",40.5788,44100 (Hz),"adult, sex uncertain, song",2400 m,128000 (bps),mp3,,574487,https://www.xeno-canto.org/574487,United States,Richard E. Webster,Turdus migratorius_American Robin,-111.0498,18:09,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/amerob/XC574487.mp3
642,5.0,no,amerob,1 (mono),2018-06-16,93,XC574484.mp3,American Robin,XC574484 American Robin (Turdus migratorius propinquus),[],,Turdus migratorius,"Provo River Valley, Wasatch County, Utah",40.5788,44100 (Hz),"adult, sex uncertain, song",2400 m,128000 (bps),mp3,,574484,https://www.xeno-canto.org/574484,United States,Richard E. Webster,Turdus migratorius_American Robin,-111.0498,04:18,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/amerob/XC574484.mp3
643,5.0,no,amerob,1 (mono),2018-06-16,96,XC574483.mp3,American Robin,XC574483 American Robin (Turdus migratorius propinquus),[],no,Turdus migratorius,"Provo River Valley, Wasatch County, Utah",40.5788,44100 (Hz),"adult, sex uncertain, song",2400 m,128000 (bps),mp3,,574483,https://www.xeno-canto.org/574483,United States,Richard E. Webster,Turdus migratorius_American Robin,-111.0498,04:13,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/amerob/XC574483.mp3
644,5.0,no,amerob,1 (mono),2018-06-08,293,XC574482.mp3,American Robin,XC574482 American Robin (Turdus migratorius propinquus),[],no,Turdus migratorius,"Wheeler Peak CG, Great Basin NP, Nevada",39.0108,44100 (Hz),"adult, dawn song chorus, sex uncertain",3000 m,128000 (bps),mp3,,574482,https://www.xeno-canto.org/574482,United States,Richard E. Webster,Turdus migratorius_American Robin,-114.3025,04:24,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/amerob/XC574482.mp3
647,5.0,no,amerob,1 (mono),2018-06-12,79,XC574471.mp3,American Robin,XC574471 American Robin (Turdus migratorius propinquus),[],yes,Turdus migratorius,"Lower Penstemon CG, South Hills, Idaho",42.1967,44100 (Hz),"adult, alarm call, sex uncertain",2000 m,128000 (bps),mp3,,574471,https://www.xeno-canto.org/574471,United States,Richard E. Webster,Turdus migratorius_American Robin,-114.2835,19:03,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/amerob/XC574471.mp3
651,5.0,no,amerob,1 (mono),2020-07-06,16,XC573924.mp3,American Robin,XC573924 American Robin (Turdus migratorius),[],no,Turdus migratorius,"Hendrix Habitat - Fairview, Williamson County, Tennessee",35.986999999999995,48000 (Hz),song,260 m,128775 (bps),mp3,,573924,https://www.xeno-canto.org/573924,United States,Brian Hendrix,Turdus migratorius_American Robin,-87.145,05:30,Brian Hendrix,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/amerob/XC573924.mp3
652,5.0,no,amerob,1 (mono),2020-07-01,12,XC572715.mp3,American Robin,XC572715 American Robin (Turdus migratorius),[],no,Turdus migratorius,"Hendrix Habitat - Fairview, Williamson County, Tennessee",35.986999999999995,48000 (Hz),song,260 m,141719 (bps),mp3,,572715,https://www.xeno-canto.org/572715,United States,Brian Hendrix,Turdus migratorius_American Robin,-87.145,08:00,Brian Hendrix,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/amerob/XC572715.mp3
653,5.0,no,amerob,1 (mono),2020-07-01,53,XC572693.mp3,American Robin,XC572693 American Robin (Turdus migratorius),[],no,Turdus migratorius,"Hendrix Habitat - Fairview, Williamson County, Tennessee",35.986999999999995,48000 (Hz),song,260 m,124333 (bps),mp3,,572693,https://www.xeno-canto.org/572693,United States,Brian Hendrix,Turdus migratorius_American Robin,-87.145,06:30,Brian Hendrix,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/amerob/XC572693.mp3
659,5.0,no,amerob,1 (mono),2010-05-08,43,XC570791.mp3,American Robin,XC570791 American Robin (Turdus migratorius),[],yes,Turdus migratorius,"Goulds, Newfoundland and Labrador",47.4793,48000 (Hz),"adult, male, song",150 m,320000 (bps),mp3,,570791,https://www.xeno-canto.org/570791,Canada,Doug Hynes,Turdus migratorius_American Robin,-52.8036,06:13,Doug Hynes,Creative Commons Attribution-ShareAlike 4.0,dozenspecies/amerob/XC570791.mp3
664,5.0,no,amerob,1 (mono),2020-06-02,28,XC564547.mp3,American Robin,XC564547 American Robin (Turdus migratorius),[],no,Turdus migratorius,"Hendrix Habitat - Fairview, Williamson County, Tennessee",35.986999999999995,48000 (Hz),song,260 m,121303 (bps),mp3,,564547,https://www.xeno-canto.org/564547,United States,Brian Hendrix,Turdus migratorius_American Robin,-87.145,07:00,Brian Hendrix,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/amerob/XC564547.mp3
665,5.0,no,amerob,1 (mono),2020-06-02,31,XC564545.mp3,American Robin,XC564545 American Robin (Turdus migratorius),[],no,Turdus migratorius,"Hendrix Habitat - Fairview, Williamson County, Tennessee",35.986999999999995,48000 (Hz),song,260 m,128219 (bps),mp3,,564545,https://www.xeno-canto.org/564545,United States,Brian Hendrix,Turdus migratorius_American Robin,-87.145,06:00,Brian Hendrix,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/amerob/XC564545.mp3
666,5.0,no,amerob,1 (mono),2020-06-02,60,XC564544.mp3,American Robin,XC564544 American Robin (Turdus migratorius),[],no,Turdus migratorius,"Hendrix Habitat - Fairview, Williamson County, Tennessee",35.986999999999995,48000 (Hz),song,260 m,125639 (bps),mp3,,564544,https://www.xeno-canto.org/564544,United States,Brian Hendrix,Turdus migratorius_American Robin,-87.145,05:30,Brian Hendrix,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/amerob/XC564544.mp3
667,5.0,no,amerob,1 (mono),2020-06-01,60,XC564324.mp3,American Robin,XC564324 American Robin (Turdus migratorius),[],no,Turdus migratorius,"Hendrix Habitat - Fairview, Williamson County, Tennessee",35.986999999999995,48000 (Hz),song,260 m,148050 (bps),mp3,,564324,https://www.xeno-canto.org/564324,United States,Brian Hendrix,Turdus migratorius_American Robin,-87.145,08:00,Brian Hendrix,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/amerob/XC564324.mp3
668,5.0,no,amerob,1 (mono),2020-06-01,14,XC564320.mp3,American Robin,XC564320 American Robin (Turdus migratorius),[],no,Turdus migratorius,"Hendrix Habitat - Fairview, Williamson County, Tennessee",35.986999999999995,48000 (Hz),song,260 m,135072 (bps),mp3,,564320,https://www.xeno-canto.org/564320,United States,Brian Hendrix,Turdus migratorius_American Robin,-87.145,05:30,Brian Hendrix,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/amerob/XC564320.mp3
669,5.0,no,amerob,1 (mono),2020-06-01,57,XC564319.mp3,American Robin,XC564319 American Robin (Turdus migratorius),[],no,Turdus migratorius,"Hendrix Habitat - Fairview, Williamson County, Tennessee",35.986999999999995,48000 (Hz),song,260 m,106909 (bps),mp3,,564319,https://www.xeno-canto.org/564319,United States,Brian Hendrix,Turdus migratorius_American Robin,-87.145,05:30,Brian Hendrix,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/amerob/XC564319.mp3
670,5.0,no,amerob,1 (mono),2020-05-30,60,XC563612.mp3,American Robin,XC563612 American Robin (Turdus migratorius),[],no,Turdus migratorius,"Hendrix Habitat - Fairview, Williamson County, Tennessee",35.986999999999995,48000 (Hz),song,260 m,100517 (bps),mp3,,563612,https://www.xeno-canto.org/563612,United States,Brian Hendrix,Turdus migratorius_American Robin,-87.145,07:30,Brian Hendrix,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/amerob/XC563612.mp3
672,5.0,no,amerob,1 (mono),2020-05-29,12,XC563200.mp3,American Robin,XC563200 American Robin (Turdus migratorius),[],no,Turdus migratorius,"Hendrix Habitat - Fairview, Williamson County, Tennessee",35.986999999999995,48000 (Hz),song,260 m,126229 (bps),mp3,,563200,https://www.xeno-canto.org/563200,United States,Brian Hendrix,Turdus migratorius_American Robin,-87.145,05:30,Brian Hendrix,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/amerob/XC563200.mp3
673,5.0,no,amerob,1 (mono),2020-05-29,60,XC563197.mp3,American Robin,XC563197 American Robin (Turdus migratorius),[],no,Turdus migratorius,"Hendrix Habitat - Fairview, Williamson County, Tennessee",35.986999999999995,48000 (Hz),song,260 m,104822 (bps),mp3,,563197,https://www.xeno-canto.org/563197,United States,Brian Hendrix,Turdus migratorius_American Robin,-87.145,06:00,Brian Hendrix,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/amerob/XC563197.mp3
674,5.0,no,amerob,1 (mono),2020-05-26,47,XC562449.mp3,American Robin,XC562449 American Robin (Turdus migratorius),[],no,Turdus migratorius,"Hendrix Habitat - Fairview, Williamson County, Tennessee",35.986999999999995,48000 (Hz),song,260 m,138099 (bps),mp3,,562449,https://www.xeno-canto.org/562449,United States,Brian Hendrix,Turdus migratorius_American Robin,-87.145,04:30,Brian Hendrix,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/amerob/XC562449.mp3
675,5.0,no,amerob,1 (mono),2020-05-25,34,XC562221.mp3,American Robin,XC562221 American Robin (Turdus migratorius),[],no,Turdus migratorius,"Hendrix Habitat - Fairview, Williamson County, Tennessee",35.986999999999995,48000 (Hz),song,260 m,96358 (bps),mp3,,562221,https://www.xeno-canto.org/562221,United States,Brian Hendrix,Turdus migratorius_American Robin,-87.145,07:00,Brian Hendrix,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/amerob/XC562221.mp3
676,5.0,no,amerob,2 (stereo),2020-05-16,42,XC559314.mp3,American Robin,XC559314 American Robin (Turdus migratorius),[],yes,Turdus migratorius,"College Township (near  State College), Centre County, Pennsylvania",40.8098,44100 (Hz),"adult, male, song",320 m,176422 (bps),mp3,,559314,https://www.xeno-canto.org/559314,United States,Eric Zawatski,Turdus migratorius_American Robin,-77.8755,11:30,Eric Zawatski,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/amerob/XC559314.mp3
677,5.0,no,amerob,2 (stereo),2020-04-19,10,XC550893.mp3,American Robin,XC550893 American Robin (Turdus migratorius),[],yes,Turdus migratorius,"Thornton Creek Ravine, Seattle, King County, Washington",47.7022,48000 (Hz),"adult, call, sex uncertain",60 m,320000 (bps),mp3,,550893,https://www.xeno-canto.org/550893,United States,Bruce Lagerquist,Turdus migratorius_American Robin,-122.3088,7:29,Bruce Lagerquist,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/amerob/XC550893.mp3
678,5.0,no,amerob,2 (stereo),2020-04-19,14,XC550889.mp3,American Robin,XC550889 American Robin (Turdus migratorius),[],yes,Turdus migratorius,"Thornton Creek Ravine, Seattle, King County, Washington",47.7022,48000 (Hz),"adult, alarm call, sex uncertain",60 m,320000 (bps),mp3,,550889,https://www.xeno-canto.org/550889,United States,Bruce Lagerquist,Turdus migratorius_American Robin,-122.3088,7:19,Bruce Lagerquist,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/amerob/XC550889.mp3
680,5.0,no,amerob,1 (mono),2020-04-14,15,XC545688.mp3,American Robin,XC545688 American Robin (Turdus migratorius),[],no,Turdus migratorius,"Chapel Hill, Orange County, North Carolina",35.8991,48000 (Hz),song,120 m,192000 (bps),mp3,,545688,https://www.xeno-canto.org/545688,United States,Jin Bai,Turdus migratorius_American Robin,-79.0397,07:30,Jin Bai,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/amerob/XC545688.mp3
681,5.0,no,amerob,1 (mono),2020-04-07,26,XC542730.mp3,American Robin,XC542730 American Robin (Turdus migratorius),[],no,Turdus migratorius,"Hendrix Habitat - Fairview, Williamson County, Tennessee",35.986999999999995,48000 (Hz),song,260 m,121317 (bps),mp3,,542730,https://www.xeno-canto.org/542730,United States,Brian Hendrix,Turdus migratorius_American Robin,-87.145,05:00,Brian Hendrix,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/amerob/XC542730.mp3
682,5.0,no,amerob,1 (mono),2019-06-08,21,XC539769.mp3,American Robin,XC539769 American Robin (Turdus migratorius),[],yes,Turdus migratorius,"Thornbrook Clubhouse and Pool (near  Columbia), Boone County, Missouri",38.8894,48000 (Hz),"begging call, juvenile, sex uncertain",220 m,64000 (bps),mp3,,539769,https://www.xeno-canto.org/539769,United States,Whitney Neufeld-Kaiser,Turdus migratorius_American Robin,-92.4011,14:00,Whitney Neufeld-Kaiser,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/amerob/XC539769.mp3
683,5.0,no,amerob,1 (mono),2020-03-21,58,XC537326.mp3,American Robin,XC537326 American Robin (Turdus migratorius),[],no,Turdus migratorius,"Laguna Mnts, Sunrise Highway, mile 19 pullout, San Diego County, California",32.8598,48000 (Hz),song,1700 m,128000 (bps),mp3,,537326,https://www.xeno-canto.org/537326,United States,Paul Marvin,Turdus migratorius_American Robin,-116.462,07:07,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/amerob/XC537326.mp3
686,5.0,no,amerob,2 (stereo),1992-05-11,100,XC512248.mp3,American Robin,XC512248 American Robin (Turdus migratorius),[],yes,Turdus migratorius,"Tyaughton Lake, British Columbia",50.9422,44100 (Hz),"male, song",1000 m,320000 (bps),mp3,,512248,https://www.xeno-canto.org/512248,Canada,Peter Ward and Ken Hall,Turdus migratorius_American Robin,-122.7729,08:00,Peter Ward and Ken Hall,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/amerob/XC512248.mp3
729,4.0,no,amerob,1 (mono),2018-06-17,173,XC574492.mp3,American Robin,XC574492 American Robin (Turdus migratorius propinquus),[],no,Turdus migratorius,"Provo River Valley, Wasatch County, Utah",40.5788,44100 (Hz),"adult, sex uncertain, song",2400 m,128000 (bps),mp3,,574492,https://www.xeno-canto.org/574492,United States,Richard E. Webster,Turdus migratorius_American Robin,-111.0498,04:14,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/amerob/XC574492.mp3
